ID,Dream Weight,Actual Weight,Age,Gender,BMI
53,74.29894484,70.505351,37,Male,19.00649414
54,77.63226847,81.53358944,25,Female,33.61687435
55,76.78404005,81.76218279,51,Male,34.29477546
56,74.27839097,72.56739655,28,Female,21.1134036
57,93.72924375,90.70424116,27,Female,29.92696454
58,96.99129988,92.2778923,52,Male,20.23433582
59,76.93070857,75.98180486,49,Female,22.83994622
60,65.65555298,62.78632646,48,Male,34.1017927
61,57.83633874,61.49848031,40,Male,18.55321683
62,76.49824545,79.84324315,47,Female,19.24402432
63,87.40573433,83.15299584,40,Female,28.19329989
64,65.45832237,67.53030977,26,Male,34.31000845
65,85.21196044,83.80386672,60,Female,26.38069687
66,76.6660257,78.45646952,20,Male,31.07880384
67,78.8011706,78.62363525,52,Male,21.65583392
68,71.71853757,74.92635505,50,Male,21.91606524
69,81.1732508,81.75920467,36,Male,22.45509707
70,60.94100863,62.46149413,40,Female,23.8444923
71,53.58722902,53.78396297,51,Male,28.62831618
72,79.66824254,76.38530131,19,Female,25.38978365
73,99.07569469,95.95126884,32,Female,27.447053
74,55.8392404,52.15090762,58,Male,24.9464804
75,97.72148267,100.4104576,25,Male,19.62559444
76,78.1162371,77.33768093,60,Male,29.80454185
77,81.0726531,81.78720798,42,Female,27.81412391
78,92.55242138,95.12661104,59,Female,32.99199182
79,98.59539471,96.4680018,52,Female,32.3516948
80,95.02492746,96.17884077,43,Female,19.14769677
81,65.77778426,61.23949091,52,Male,32.27281532
82,69.8404642,72.72992098,27,Male,26.67828159
83,97.58691919,102.2311965,56,Female,22.06029777
84,61.69187834,62.93349247,33,Female,31.64764776
85,65.50027596,64.29150459,57,Male,18.85074319
86,91.59064132,88.75571394,25,Female,21.63796084
87,66.37023873,61.68558378,55,Male,34.0370336
88,55.45791564,57.37963507,18,Female,28.68479934
89,53.7830683,55.08886643,40,Male,20.96051879
90,80.1558737,82.52777519,43,Female,27.19984173
91,67.94857152,65.07531403,28,Male,24.3270678
92,53.55212315,50.02107892,57,Male,33.30809063
93,86.20290906,83.79618992,36,Female,24.6627078
94,66.92549295,68.8660001,35,Male,22.10955455
95,54.41506976,59.19067336,35,Male,23.4711098
96,69.72905757,71.09468662,40,Female,28.76920033
97,87.41431198,87.5055916,34,Female,21.47705405
98,97.42627824,98.55154754,57,Female,30.60448801
99,90.12892254,86.43440433,41,Male,32.0156202
100,79.75710513,75.32676972,37,Male,34.25747047
101,76.27469891,78.86926562,42,Male,30.16709554
102,50.70619304,50.5837702,27,Male,21.55475318
103,54.14344982,56.99475918,53,Female,25.57786558
104,71.31793923,67.57261021,56,Female,33.17709401
105,56.68192287,60.79754678,38,Male,24.52088084
106,52.05940184,55.71856453,22,Male,32.70903152
107,81.84193836,80.84973657,28,Male,27.61331775
108,94.31314947,95.80545927,54,Male,21.38166209
109,78.95308602,79.63577637,42,Female,27.29355873
110,54.2371572,59.09725982,18,Male,34.1207098
111,57.00863719,57.63665394,57,Female,23.15990606
112,84.5444396,82.51560728,47,Female,31.35652295
113,93.12616649,94.38356843,58,Female,32.09962909
114,99.5113162,102.9782737,43,Male,28.66587115
115,60.69999543,63.44628513,58,Female,20.15866046
116,53.32739946,56.20362011,23,Male,20.06185171
117,85.90666573,88.79659313,49,Female,26.4000158
118,56.35911615,57.06837366,39,Female,21.42123002
119,91.46747422,92.75547183,34,Male,22.27836045
120,63.53499848,67.04093332,19,Male,20.33647415
121,78.63395151,83.11037908,32,Female,27.45571038
122,88.55364482,89.99851689,43,Female,24.89526987
123,92.31470194,91.07660295,57,Female,31.4402438
124,56.9317965,55.98469128,44,Female,28.29870262
125,73.32088288,70.13620933,34,Female,22.92826784
126,57.83001371,53.042103,40,Female,28.11696786
127,52.11344316,50.86320199,57,Female,22.21944956
128,97.24472774,93.00075247,59,Female,22.31779856
129,95.96800941,99.24127998,18,Female,31.96373669
130,80.83581477,84.33421187,39,Male,24.11116561
131,61.66302264,61.73193421,58,Female,29.31747581
132,82.73871276,85.16440129,43,Female,29.69361279
133,59.36482569,55.16087683,30,Male,30.5449893
134,56.26033451,61.24653066,25,Female,21.62008808
135,76.41797628,78.5115556,52,Female,21.25129781
136,91.53400426,92.41374766,55,Female,33.35338189
137,61.98804603,58.7253541,43,Male,19.09399718
138,82.4925542,86.58468232,29,Male,24.93561004
139,95.81706922,100.4090798,40,Male,20.03404579
140,79.65763617,75.91369081,29,Male,21.51597702
141,75.32336965,74.96073161,36,Female,33.71839827
142,65.58163045,65.80857826,26,Female,24.40223101
143,64.73910381,68.3741302,46,Female,28.94278738
144,51.05534575,53.69455335,22,Male,26.34117322
145,96.5655895,97.80677203,44,Female,27.51271829
146,95.0383254,98.57887801,44,Male,28.42239194
147,70.97200523,74.43379193,28,Male,28.59196993
148,82.27331216,84.64565117,52,Male,27.55570647
149,85.24942967,82.52383881,26,Female,19.39886868
150,92.22488557,94.61001335,35,Male,22.85568356
151,55.50903185,53.24650478,56,Male,29.78677836
152,94.29167377,90.220902,38,Female,21.34916053
153,54.17946007,57.12792775,23,Female,31.33151701
154,62.12980391,62.26845357,27,Female,22.51498621
155,98.9389131,96.4338872,50,Female,24.54884642
156,67.81632892,70.97223588,23,Male,18.94521484
157,69.30636197,69.18487084,54,Male,23.62638167
158,74.24094884,75.59689133,38,Female,26.50197594
159,70.27505826,74.84338458,45,Male,24.49874184
160,88.25870267,83.66405641,19,Female,19.49576172
161,72.31580813,69.31447707,60,Male,30.15399805
162,80.02737334,81.14219998,60,Male,25.12063694
163,69.5446766,72.99273153,56,Male,22.66285542
164,89.47824503,88.61938842,53,Male,26.06325689
165,94.95883136,96.36457188,52,Female,20.68000992
166,72.69081273,75.08330305,24,Female,32.39776582
167,92.5834038,88.22157221,42,Male,23.19780894
168,55.68245556,54.81757182,19,Male,26.48644482
169,53.83608215,51.86215132,26,Male,33.52926921
170,72.23064443,75.38185875,49,Female,23.94210442
171,96.0349605,93.34441029,51,Female,22.29424576
172,96.23437792,91.8210386,18,Male,19.57181441
173,83.12915796,87.46190442,35,Female,32.33269169
174,97.81003857,94.37463386,54,Male,33.27434395
175,91.36767018,95.911693,49,Female,27.17379536
176,51.52025874,48.40048431,56,Male,22.68855345
177,96.93743153,95.56601888,24,Female,30.9707873
178,50.68907642,47.45277461,37,Female,22.99728844
179,94.2268042,96.36381065,20,Female,32.29393205
180,81.85502061,78.27247592,51,Female,25.56755187
181,96.11824221,94.01242775,21,Male,33.44114105
182,59.20834713,55.78219929,31,Female,20.54830706
183,68.2300733,64.57042377,38,Female,28.01156596
184,81.27285503,78.20786746,25,Female,31.51282138
185,62.75129513,63.56491265,18,Male,19.24520096
186,71.99043663,69.05311312,27,Female,25.57548596
187,71.32622876,67.17188522,52,Female,33.81707437
188,97.29009016,101.0450295,49,Male,31.14741497
189,78.51290543,79.41729076,48,Male,34.16084238
190,66.85790055,66.77762847,58,Female,27.66865811
191,59.58972611,62.54535184,60,Male,22.59039568
192,76.38874557,73.95241722,42,Male,20.31656797
193,94.86783143,93.46029553,28,Female,28.69268691
194,63.48585996,60.11646252,48,Male,25.2372257
195,75.1904096,77.88313682,51,Female,20.45067266
196,79.76207885,83.47986826,53,Female,33.34423973
197,68.93369316,65.71073511,25,Female,34.38153041
198,64.75229773,67.73405712,31,Male,26.13938514
199,63.83401715,68.24753501,34,Male,26.5913335
200,96.73989768,100.3214275,43,Male,28.1726826
201,75.55821512,73.90294643,22,Male,20.81564035
202,99.40958568,102.5759785,40,Male,30.199875
203,68.76460705,65.9868247,24,Male,32.38559416
204,90.34390764,86.9147589,59,Female,30.79285681
205,95.03513001,94.72751555,53,Female,19.17657562
206,98.54044053,99.44447884,25,Female,20.53391978
207,72.99231194,74.53645217,24,Male,21.69213114
208,76.29655502,72.94929275,19,Female,22.79244181
209,94.57317166,92.63114444,44,Male,21.4929567
210,68.97793856,67.15173698,48,Female,22.05978155
211,70.03991788,73.94830679,60,Male,26.40999771
212,86.54081641,91.02035846,52,Female,22.55585982
213,58.71842776,58.12264191,60,Male,34.26105261
214,95.40474681,91.80876937,45,Female,21.72348561
215,74.81935703,76.758792,30,Female,29.00556556
216,75.13242544,76.49065871,35,Female,29.8985682
217,51.67232034,51.61450441,25,Male,33.82190219
218,88.23354287,87.63950887,59,Female,34.00291981
219,51.5847937,47.25295118,44,Male,22.89634691
220,53.36734089,51.0539001,38,Male,29.2261896
221,70.36119841,67.68934097,41,Male,31.7652518
222,92.99259898,88.015325,50,Female,28.98058516
223,73.66603495,77.49636925,25,Female,24.50330969
224,88.4643151,91.84575014,25,Male,24.95522302
225,90.30070673,93.55516577,53,Female,30.97390197
226,61.12086094,59.79740766,28,Female,24.64626143
227,72.00819989,69.53764157,31,Female,30.90135908
228,85.72444463,90.47551048,48,Female,19.25112935
229,89.06139724,90.25399127,55,Male,31.22855908
230,53.77242771,52.53937694,39,Female,24.48579821
231,98.18922448,93.67878248,42,Male,18.54234137
232,91.54321605,87.88988989,48,Female,33.29581566
233,60.37831842,55.78997996,34,Female,34.98571687
234,65.54597657,63.66141161,20,Male,26.43131346
235,51.72987654,55.34159526,48,Male,21.32289277
236,93.63590805,95.85150615,32,Male,26.33741437
237,98.07338041,97.51100213,41,Female,20.95288539
238,88.56898311,83.59971205,28,Female,22.69986994
239,61.33188581,60.26897653,54,Female,23.98040468
240,98.98788724,100.6622709,59,Female,29.72536235
241,78.03411582,81.75602055,60,Female,21.77943765
242,87.65768193,86.62404938,33,Male,25.62145083
243,78.09088878,79.26890552,39,Male,34.1228394
244,65.20203933,62.93323959,57,Male,26.50494475
245,78.79455625,80.72214674,21,Female,25.490055
246,88.7980383,88.43255009,40,Male,32.2979395
247,58.91103944,55.12313268,41,Female,22.99997405
248,53.79172818,53.91204673,44,Female,25.09384749
249,99.17696961,95.23066175,19,Female,33.92163942
250,91.50202327,93.79851035,48,Male,29.80356061
251,77.88304304,73.94803631,18,Male,25.23060779
252,96.50479509,98.47403214,28,Female,34.63480035
253,63.91988695,63.89765467,37,Female,23.17639498
254,67.11663076,70.08391828,38,Female,32.17548469
255,72.54392001,70.50374018,22,Male,30.93797691
256,74.14516433,70.23640316,58,Female,21.5512308
257,67.33329576,65.25413296,24,Male,22.96582098
258,82.65908838,79.01064398,60,Male,24.99600087
259,76.80096868,80.535058,59,Female,25.16837564
260,60.22072815,58.08897521,40,Male,31.57757632
261,66.22890819,70.7713874,57,Male,20.87132541
262,54.98457117,52.05841484,29,Female,33.58432215
263,80.41071319,77.41519775,35,Female,31.73631604
264,60.14283902,55.41210375,21,Female,21.56606221
265,51.4126883,55.32812567,19,Female,20.74087439
266,54.00657727,58.25794246,31,Male,34.13992
267,50.80994275,51.10745895,35,Male,33.41957239
268,75.96628696,72.49935442,48,Female,32.95397849
269,99.43406735,98.99602467,51,Male,33.08167402
270,61.66126373,62.93773009,60,Male,25.50366824
271,79.50702411,82.90077002,18,Female,31.49407517
272,69.55536825,70.98652946,54,Female,18.58827479
273,60.56365223,61.05276,35,Male,33.03941552
274,59.45034665,60.27206231,19,Female,34.4811694
275,57.5357302,55.00439332,40,Male,23.40905355
276,69.97506025,71.43576989,57,Male,23.16198917
277,71.7618215,70.57669883,45,Male,34.53310207
278,53.50719133,53.64369787,58,Male,34.80267975
279,85.59008795,90.29951198,55,Female,33.97005736
280,83.18856385,87.17224165,43,Male,30.8375631
281,78.18353651,82.31624701,25,Female,18.59892834
282,54.29839255,49.79118232,31,Female,21.83482571
283,87.67809256,90.26654198,22,Male,22.48202902
284,72.96037911,74.50439035,30,Male,28.55221574
285,54.71944775,57.63360856,59,Female,19.34307393
286,96.79539475,92.97289312,49,Female,22.49851017
287,80.68212331,79.548377,21,Male,31.17042026
288,86.97470778,89.10269181,23,Male,27.98404912
289,50.37197878,49.46376539,52,Male,26.71492286
290,95.03089349,94.53201313,52,Female,24.96293481
291,51.61870125,50.81730665,41,Male,24.54790438
292,94.84912768,95.00903929,30,Male,23.51175625
293,85.96624063,83.17303177,26,Female,28.82431738
294,71.08093495,68.49501401,50,Female,29.107554
295,73.22127459,76.17260938,44,Male,30.38884623
296,63.37740771,63.89690295,19,Female,34.31492756
297,83.84120414,84.85824043,22,Male,29.08226346
298,90.96677934,94.58201652,21,Male,23.18880761
299,65.78704728,61.21898835,30,Female,29.73208603
300,96.60189359,95.33283953,42,Female,28.21130926
301,57.83950131,62.78126409,36,Female,25.24085672
302,74.55841832,75.71544404,30,Male,19.54459704
303,67.98009312,64.59699077,56,Female,19.97470835
304,69.03532005,68.78811679,37,Male,25.45210618
305,52.96289251,56.05930883,31,Female,34.63148137
306,69.62651046,71.24835918,41,Female,24.50260017
307,94.42501051,89.91824843,53,Female,19.18158969
308,90.21292968,88.50337847,43,Female,28.29871048
309,75.79915362,73.55545085,19,Female,27.56666752
310,89.70255589,90.04297324,35,Male,30.00699053
311,50.77705733,49.77671281,23,Male,31.62463111
312,54.57704458,57.77895327,47,Male,29.66816308
313,85.11000387,85.75016112,25,Male,29.36377752
314,52.07232852,48.34034898,53,Female,33.7985402
315,51.63513732,51.15406525,45,Female,26.66030359
316,79.60267154,78.98980121,60,Female,20.03105055
317,71.76925781,67.42142456,48,Female,25.8424954
318,59.9213893,63.44800037,36,Female,21.28403508
319,82.77052048,78.52993627,26,Female,25.53774139
320,75.98647697,79.13887358,58,Male,29.14203375
321,56.67296082,59.05334451,34,Female,21.31593985
322,95.42130737,99.81726666,20,Female,34.57665453
323,59.0992315,58.30241662,49,Female,20.65715982
324,70.89521707,75.19700458,46,Male,19.59179372
325,59.27816258,62.6611276,58,Female,25.92492438
326,82.36266135,81.60575188,19,Male,19.12327793
327,74.72864757,70.79323875,50,Male,20.66918561
328,52.43863264,55.5680401,42,Female,20.06381379
329,81.82365595,86.70820752,43,Male,18.8895982
330,51.83804864,53.82303744,19,Male,23.72146954
331,59.26270289,62.5721434,44,Male,28.35548439
332,91.0004721,95.18618148,22,Male,21.88936074
333,81.70405806,84.35284143,26,Male,33.89920168
334,53.56049867,51.57456244,46,Male,32.54984331
335,54.72996876,49.921153,26,Male,27.68472164
336,53.21026665,52.04597545,59,Male,19.46962907
337,81.62922074,81.03242889,21,Male,21.95965802
338,75.58980132,72.34243772,58,Female,18.56066334
339,76.36079085,77.65955473,29,Male,21.86450925
340,74.42708102,71.58298537,57,Female,25.44253104
341,59.76799406,57.47826482,29,Male,32.98381379
342,57.94207659,62.58651766,24,Male,24.603464
343,72.68206162,74.32203924,24,Female,31.63706131
344,64.81246366,61.41064244,55,Female,27.47585867
345,52.50763394,52.44358948,26,Female,28.32671343
346,99.62767161,97.63294365,59,Female,28.18492741
347,63.76325387,65.53738059,23,Male,23.11954572
348,76.79768238,77.21661968,20,Female,23.03472355
349,57.33144272,57.36036849,42,Male,19.13758509
350,87.90009234,87.52639417,28,Male,31.5147621
351,92.42372395,95.35911638,48,Female,21.92907831
352,51.96020689,54.37169733,38,Female,26.29046954
353,86.77433841,87.83470688,55,Male,29.70650978
354,71.85667465,72.5148958,31,Male,30.95600026
355,71.50165316,69.97104814,30,Male,19.39258381
356,67.3068012,63.68606161,37,Male,31.58904307
357,82.9234016,84.34899752,59,Male,22.30338819
358,85.95417358,85.63849178,33,Female,20.31832517
359,94.35143557,91.28217723,43,Male,23.30957609
360,71.46113663,71.54805326,32,Male,32.97564179
361,91.41895551,93.68090206,25,Female,23.90398421
362,55.09298471,50.72098733,47,Male,30.00223557
363,58.54595282,61.44955386,24,Male,18.67705133
364,98.85392177,94.30641492,21,Female,32.5786749
365,94.3180403,98.48234984,37,Female,33.87590092
366,65.02293893,63.9018863,26,Male,32.67414535
367,57.18002379,57.08611012,43,Female,29.04596772
368,97.66366261,96.93965084,36,Female,28.9551125
369,55.654306,52.15180862,28,Female,31.42627908
370,56.10295438,57.01489026,38,Female,23.86985935
371,87.83598567,90.32786641,36,Male,28.77170485
372,81.74266609,84.94581369,42,Male,33.07809833
373,65.76599635,64.75995348,48,Male,33.66334913
374,92.86260012,88.20981224,56,Male,22.52023142
375,97.58986434,98.68042824,21,Female,22.48446556
376,83.85055912,87.23160216,59,Female,22.99754328
377,84.9621274,86.45005595,38,Female,26.40216848
378,97.61102448,99.84345975,37,Female,22.50830759
379,91.49916851,86.7953898,42,Female,28.97385066
380,91.87159761,96.04531807,18,Male,34.82835151
381,53.95946567,55.46661161,25,Male,20.49641424
382,70.87556015,66.35769351,38,Female,24.7127525
383,76.64919927,76.97046693,58,Male,33.72881085
384,62.02322013,60.0829114,30,Female,22.38683541
385,98.48577313,98.95344842,57,Male,25.35427391
386,50.68737351,51.77966327,18,Female,33.55067313
387,97.09691063,93.47101498,50,Male,32.8818679
388,51.64405734,54.10767485,30,Female,23.96603628
389,52.35473707,50.38570573,47,Male,25.41240432
390,88.52507283,85.50386934,52,Female,22.02125599
391,70.80244274,72.77275738,25,Male,30.24902305
392,57.23288349,54.69312995,33,Male,34.53053885
393,81.75596595,78.50259025,18,Male,27.50377598
394,56.20603435,51.99318611,41,Male,27.97145489
395,77.84747492,77.94541112,35,Female,19.85515341
396,53.0664565,48.58804338,45,Female,28.12016498
397,72.20812103,69.23537423,18,Female,25.0264355
398,75.47691667,76.81115279,42,Male,34.48911308
399,55.99493862,57.33110017,43,Female,22.24187516
400,67.09438241,64.38638292,34,Female,34.50563981
401,50.41754582,51.88197155,51,Male,30.81712934
402,81.04339735,84.7905715,41,Male,22.16264101
403,92.2953315,96.58482484,38,Male,28.34554892
404,77.95635658,74.32789715,52,Female,22.11515706
405,93.96206593,96.4963819,46,Female,24.13492387
406,69.47743599,74.36998967,37,Male,21.22972967
407,65.58104635,62.48204383,45,Male,30.45304697
408,93.17342768,91.50314289,50,Male,21.60465941
409,95.03617896,99.58803582,29,Male,31.12968457
410,67.28135982,62.28731363,40,Male,34.24120371
411,71.29763889,69.98919176,35,Female,21.68560908
412,81.94003106,84.19338541,21,Male,24.90406254
413,57.68567841,61.2107751,32,Female,20.06407304
414,57.48591488,57.44383499,50,Female,19.42318543
415,91.46429433,88.74569802,43,Female,20.94458329
416,52.156506,50.37034965,20,Female,33.66218269
417,67.86876453,68.52538578,38,Female,26.52779665
418,98.18622871,93.65156702,56,Male,18.69603299
419,81.5954524,83.11213438,32,Female,29.60965936
420,64.72012896,62.48291431,19,Male,28.16366232
421,52.96037383,53.45290274,58,Male,31.38717024
422,78.19075452,73.4235804,57,Male,21.85159671
423,91.86849773,88.51637447,51,Male,33.2738094
424,99.43718568,99.380252,59,Male,23.64767141
425,69.78423526,70.36141086,49,Female,31.45953251
426,84.39487173,80.18789306,18,Female,32.55908847
427,52.2117963,48.53275564,53,Male,32.3289205
428,76.88836695,77.63616703,20,Male,22.14673854
429,86.91087324,87.95259143,39,Female,24.65789705
430,83.7719737,82.66011092,20,Female,23.71954549
431,95.61467976,94.53015679,60,Male,21.25913549
432,78.78790781,81.29137195,55,Male,29.26123386
433,59.69215555,63.8397907,40,Female,32.26876915
434,62.37007224,60.70038569,26,Male,30.80855537
435,78.50840507,74.45428441,33,Male,31.38089801
436,74.81187529,77.63738752,35,Male,23.76923545
437,89.90115894,88.0860307,45,Male,19.91298988
438,84.20643567,85.57966624,53,Male,20.60638636
439,69.33097185,69.90100388,30,Female,28.82624577
440,56.32741505,57.69120866,26,Female,20.24297758
441,96.62145857,97.13676905,37,Female,30.50512057
442,89.87011168,93.73434085,40,Female,18.69967061
443,77.21316744,72.85848006,40,Female,27.60522207
444,58.32246752,62.05626345,35,Female,33.11129923
445,74.16401364,76.54170053,56,Female,27.55497745
446,72.35450939,67.93233313,46,Male,28.50002039
447,78.45086412,74.78379577,19,Female,28.63461603
448,68.29771634,70.90804248,52,Male,30.06443828
449,94.344094,91.55953764,26,Female,24.90687825
450,75.63783477,74.82810607,34,Female,32.68915046
451,54.98736513,55.20029219,37,Male,33.96003305
452,60.81328133,62.52092213,49,Male,33.76834964
453,62.3777118,59.50071749,60,Male,27.78900819
454,71.75326177,75.49812964,31,Female,29.79524487
455,84.91298444,80.07794564,52,Male,27.49563182
456,72.52419861,70.55148345,53,Female,24.84138033
457,62.97346243,67.09731404,29,Male,20.57043402
458,60.98600936,61.70546074,25,Male,32.20986738
459,93.24686418,89.19636444,35,Male,32.56545696
460,99.13451174,94.19149736,58,Male,32.88107776
461,76.30453456,78.80074319,36,Male,24.89631692
462,78.70915533,76.88315527,28,Female,18.97547292
463,65.35387936,67.77907437,28,Male,32.45666921
464,90.54875528,92.05053161,57,Male,20.24783223
465,90.54156879,95.13604625,54,Female,31.28580408
466,60.9453824,57.17940076,48,Male,18.94616344
467,68.97944774,65.80457841,55,Male,27.99533169
468,72.43033682,76.19877072,36,Male,26.32556151
469,75.0149815,78.68874734,38,Female,31.84876288
470,54.22346309,52.9856708,54,Male,18.5073579
471,81.86097495,82.85396089,32,Female,21.96848172
472,99.27225692,94.78839529,22,Male,27.06778613
473,59.37007366,61.96036712,27,Male,34.74591277
474,61.26111575,59.87344803,32,Female,21.41510889
475,88.16942602,90.11062593,36,Male,23.5151407
476,57.3235138,60.62896142,55,Female,30.60633638
477,50.32851911,46.01182596,19,Female,26.95388329
478,78.27284629,81.57185851,57,Female,29.97871541
479,80.85039832,82.1621455,35,Female,19.39602526
480,84.42407101,84.24216616,43,Female,23.5115786
481,90.1052786,94.9942727,51,Male,23.83007556
482,83.23683392,79.27657729,42,Male,30.5228411
483,68.99230111,69.06057404,38,Female,24.41600157
484,97.53501693,102.3994684,47,Female,28.66393937
485,94.56020247,94.50599144,20,Female,29.59468014
486,60.86397586,56.48557929,27,Male,19.44573733
487,80.59471616,85.27946771,47,Female,34.67216239
488,96.9182288,93.36150376,57,Male,33.11354844
489,99.80951955,96.73177695,41,Male,33.18319193
490,81.08411214,82.89063802,43,Female,20.29201348
491,80.43079742,80.1532844,24,Male,30.43215475
492,54.37275332,50.83708547,50,Male,33.09343493
493,92.12799854,88.92841469,23,Female,33.82521305
494,52.11980137,50.61060835,42,Male,26.73067945
495,62.26303582,58.32967159,20,Female,33.05920683
496,69.9956521,67.267426,30,Female,34.22072786
497,81.57416861,84.18330431,56,Female,32.01706691
498,95.91252051,100.2216347,36,Female,31.6866112
499,52.45943446,51.00308239,58,Female,24.2652069
500,80.43549308,80.54713811,38,Male,25.41720088
501,56.24341483,55.24933072,58,Female,22.36818768
502,65.08610498,66.74462861,20,Female,23.65520498
503,80.04867191,80.78375375,18,Male,33.61275116
504,81.68805743,81.18764582,19,Female,28.3355345
505,84.61721629,86.66002042,54,Female,26.51388403
506,87.74400523,88.56067214,29,Male,25.79794485
507,99.48628782,100.7805254,59,Male,23.76426714
508,98.86932647,99.23552721,51,Female,27.6403941
509,54.98276113,53.59928224,56,Female,26.33731411
510,68.33149022,72.35174449,23,Male,28.24448254
511,81.23792571,81.9879958,58,Male,29.68097663
512,53.04060193,49.97882404,19,Male,31.34453458
513,64.2239372,68.15207725,59,Male,32.59771716
514,71.95045288,70.97033879,48,Male,31.39387898
515,92.34423118,87.72757221,29,Female,32.89558236
516,55.13400999,59.16763762,60,Female,25.12404636
517,82.13032505,87.02831491,33,Female,23.93778216
518,51.26624803,50.11442084,23,Female,22.15022532
519,69.73376742,67.49904233,41,Male,22.65926728
520,69.85577732,66.02616453,41,Male,25.449714
521,67.02773793,66.25734267,37,Female,22.11113718
522,96.49406923,94.70963061,40,Female,21.99310836
523,96.66262328,98.05311322,19,Male,29.80488867
524,59.33669228,59.82161483,59,Male,33.42305528
525,50.55076101,48.42827548,19,Male,19.26643117
526,86.02355256,85.79607161,58,Male,28.97555057
527,93.63338839,97.94466485,56,Female,25.63658453
528,95.41476682,94.56582528,49,Male,26.03087932
529,66.52672892,66.57596745,57,Male,26.5239871
530,74.12862092,72.69554686,25,Female,23.43823705
531,83.32162024,82.46629141,52,Female,34.23957776
532,94.09274199,90.28865434,44,Male,32.9590802
533,54.68634595,52.85641986,20,Male,22.45858356
534,59.3204972,60.64784364,26,Male,32.46193126
535,73.99801342,71.62449689,52,Female,31.04303979
536,94.61189307,92.84790394,34,Female,29.61682562
537,61.11982566,57.80149477,25,Female,32.46646657
538,77.07022734,78.71210509,56,Female,23.93206161
539,86.60016527,89.10669233,27,Male,22.71502243
540,76.71765132,77.97534444,60,Male,20.09019203
541,64.14693214,60.99051768,42,Male,30.56249882
542,93.09899044,93.57637788,23,Male,33.2012949
543,94.25674568,96.07842259,41,Male,28.44850025
544,91.41024752,93.21155731,51,Female,29.05966143
545,76.3784701,80.63024418,47,Male,20.32827219
546,60.0316005,60.43993037,50,Female,29.43600406
547,83.71287558,81.07957007,44,Female,31.16997944
548,61.29065611,63.23851868,59,Male,32.04431307
549,65.97985278,70.03536806,59,Female,31.78903105
550,61.16978906,59.17882143,51,Male,29.72747559
551,88.13262136,90.9953564,42,Female,24.98332527
552,64.98523224,67.40229799,21,Male,21.32134972
553,97.17173557,94.9246915,37,Male,21.32228228
554,60.38974646,59.68784883,45,Male,34.13680301
555,74.57301973,72.28899665,43,Female,27.49186328
556,95.31717003,92.53107666,26,Male,25.22507797
557,79.05416771,82.06509275,37,Male,29.25586606
558,92.07883875,93.20338184,26,Male,28.96534582
